smiles,score
O=C(N[C@H]1C[C@@H](O)[C@@H]1n1cccn1)C1(c2cccc(F)c2)CCOCC1,9.9
Cc1nnc2n1CCN(C(=O)Nc1cccc(C(=O)c3ccccc3)c1)C2,9.9
O=C(c1cc2ccccc2c(=O)[nH]1)N1CCCN(c2cccnn2)CC1,9.9
c1ccc(OCc2noc(C3(c4ccccc4)CCOCC3)n2)cc1,9.9
NC(=O)C1CCN(C(=O)CCc2c(-c3ccccc3)[nH]c3ccc(F)cc23)C1,9.9
Fc1ccc(CN2CCC3(CC2)CC3c2nnc(-c3ccccc3)o2)c2ncccc12,9.9
O=C(NCc1ccc(Cn2ccccc2=O)cc1)c1ccccc1CCc1ccccc1,9.9
Fc1ccccc1-c1nnc(C2(c3cccc(Cl)c3)CCOCC2)o1,9.9
O=C(O)COc1cccc(C(=O)NCc2nn(-c3ccccc3)c3c2CCC3)c1,9.9
O=C(Nc1ccccc1Cc1ccccc1)NC1CCc2ncnn2C1,9.9
NC(=O)C1CCN(C(=O)CCc2c(-c3ccc(F)cc3)[nH]c3ccccc23)C1,9.9
O=C(Cn1ccc(=O)c2ccccc21)N1CCc2c(nnn2-c2ccccc2)C1,9.9
Fc1ccc(C2(c3nnc(Cc4ccc5ccccc5c4)o3)CCOCC2)cc1,9.9
O=C(Cc1c[nH]c2ccccc12)N1CCN(C(=O)c2cc3ccccc3[nH]c2=O)CC1,9.9
O=C(Cc1ccc2ccccc2c1)NC(CN1CCCC1=O)c1ccccc1,9.9
O=C(NCC(c1ccccc1)c1ccccc1)N1CCc2ccc(O)cc2C1,9.9
O=C(CCc1ccc(C(=O)O)cc1)NC1(c2cccc(F)c2)CCOCC1,9.9
c1ccc(C2(c3nnc(Cc4cccc5ccccc45)o3)CCOCC2)cc1,9.9
O=C(c1cn(C2CCCNC2)nn1)N1CCc2c(-c3ccccc3)cccc21,9.9
O=C(c1ccccc1Cc1ccccc1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,9.9
Fc1ccc(C2(c3nnc(Cc4cccc5ccccc45)o3)CCOCC2)cc1,9.9
Fc1cccc(C2(c3nnc(Cc4cccc5ccccc45)o3)CCOCC2)c1,9.9
O=C(Cc1ccc(C(=O)O)cc1)NCC1CCCc2ccccc21,9.9
O=C(Nc1n[nH]c2ccc(F)cc12)C1(c2ccccc2)CCOCC1,9.9
O=C(NCC(C(=O)O)c1ccc(F)cc1)c1cccc(C2CCOC2)c1,9.9
O=C(NC1CCN(Cc2ccc(F)cc2)CC1)N1CCCC(c2ccccc2)C1,9.9
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)N1CCCC(N2CCCC2=O)C1,9.9
O=C(O)COc1ccc(C(=O)N2CCC(Nc3ccc(F)cc3)CC2)cc1,9.9
Fc1ccc(-c2ccnc(C3CCN(Cc4nnc5n4CCOC5)CC3)n2)cc1,9.9
c1cncc(-c2noc(C3CC34CCN(c3ncnc5ccccc35)CC4)n2)c1,9.9
O=C(Cc1ccc(-n2cccn2)cc1)N1CCC(c2nnc3ccccn23)CC1,9.9
O=C(NC(CC(=O)N1CCOc2ccc(F)cc21)c1ccccc1)c1ccccc1Cl,9.9
NC(=O)c1cccc(CNS(=O)(=O)c2ccc3c4c(cccc24)CC3)c1,9.9
O=C(NC1CCCCNC1=O)c1cc2ccccc2c2cccnc12,9.9
O=C(C1CCc2[nH]nnc2C1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9.9
O=C(N1CCCC1)N1CCCC(c2nc(-c3ccc4ccccc4c3)no2)C1,9.9
O=C(c1ccnc(-n2cccn2)c1)N1CCC(Cc2nc3ccccc3[nH]2)CC1,9.9
O=C(c1ccc(O)cc1)C1CCN(C(=O)NC2COc3ccccc32)CC1,9.9
O=C(c1cc2ccccc2c2cccnc12)N1CCN(c2ncccc2F)CC1,9.9
O=C(NC(Cc1ccccc1)C(=O)O)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)cc1,9.9
Clc1cccc(-c2noc(C3CC34CCN(c3ncnc5sccc35)CC4)n2)c1,9.9
O=C(c1coc(CN2CCC(O)C2)n1)N1CCC=C(c2ccccc2)C1,9.9
O=C(Cc1cccc(C(=O)O)c1)NC[C@@H]1CCO[C@H]1c1ccc(F)cc1,9.9
NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc2c(c1)Cc1ccccc1-2,9.9
O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1ccc2cc[nH]c(=O)c2c1,9.9
O=C(c1ccc2c(c1)CNC2)N1CCc2c(cccc2C(F)(F)F)C1,9.9
O=C(NCc1ccc(F)cc1)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,9.9
O=C(c1ccc(Cl)cc1)N1CCCN(C(=O)c2ccc3[nH]c(=O)[nH]c3c2)CC1,9.9
O=C(NCc1ccc2c(n1)CCCC2)N1CC2(CCOCC2)C1c1ccccc1,9.9
O=C(O)c1ccc(C(=O)Nc2cnn(Cc3nnc4n3CCCC4)c2)cc1,9.8
NC(=O)c1ccc(C(=O)N2CCCc3cc(C(F)(F)F)ccc32)nc1,9.8
Cc1cccc(-c2nnc(C3(c4cccc(Cl)c4)CCOCC3)o2)c1,9.8
NC(=O)C1CCCN(Cc2ccccc2NC(=O)c2cc(-c3ccc(F)cc3)[nH]n2)C1,9.8
Nc1nccc(C2CCCN(C(=O)c3ccc(=O)n(-c4ccccc4F)n3)C2)n1,9.8
O=C1NCCC1Sc1nnc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)o1,9.8
O=C(O)c1cccc2c1CCN(C(=O)c1cccc(N3CCCC3=O)c1)C2,9.8
O=c1cc(N2CCC(O)CC2)cnn1C1CCCN(Cc2cccc3ccccc23)C1,9.8
O=C(Nc1ccc(O)cc1)C1CC(=O)N(Cc2cccc(C(F)(F)F)c2)C1,9.8
O=C(c1cccc2ccccc12)N1CC=C(c2ccc(O)cc2)CC1,9.8
O=C(c1ccc(Cc2ccccc2)[nH]1)N1CCCC(Cn2cncn2)C1,9.8
O=C(c1ccc2c(c1)CCC2)N1CCN(C(=O)c2ccccc2O)CC1,9.8
O=C(COc1ccccc1-c1nc(CCc2ccccc2)no1)Nc1ccccc1F,9.8
NC(=O)Nc1cccc(NC(=O)C2(c3ccc(F)cc3)CCOCC2)c1,9.8
Cc1noc(NC(=O)CCc2c(-c3ccc(F)cc3)[nH]c3ccccc23)n1,9.8
O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(c2ccnc3ccccc23)CC1,9.8
O=C(Nc1c2c(nn1-c1ccccc1)CCC2)c1cccc2c1OCCO2,9.8
O=C(NCC1(c2ccc3c(c2)OCO3)CCOCC1)c1cc2ccccc2cc1O,9.8
O=C(CCCc1c[nH]nn1)N1CCC(c2nccc(-c3ccc(F)cc3)n2)CC1,9.8
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCC(c1ccccc1)c1ccccc1,9.8
O=C(NCc1ccc2ccccc2c1)C1CCCN(C(=O)Cc2ccccc2)C1,9.8
CCCNC(=O)c1cccc(CNC(=O)c2ccc3c4c(cccc24)CC3)c1,9.8
O=C(NCC1(c2ccccc2)CC1)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,9.8
O=C(O)c1ccc(CCNC(=O)C2CCCc3c(O)cccc32)cc1,9.8
O=C(c1ccccc1)c1cccc(NC(=O)C(c2ccccc2)N2CCCCC2=O)c1,9.8
O=C(C1CCOc2ccccc21)N1CCOC(c2cccc(O)c2)C1,9.8
O=C(Nc1cccc(-c2ccccc2)c1)N1CCCC(N2CCCC2=O)CC1,9.8
O=C(NC(Cn1cnc2ccccc21)c1ccc(F)cc1)c1cc(Cl)ccn1,9.8
O=C(c1ccccc1)N1CCC(C(=O)N2CCOC(c3ccc(C(F)(F)F)cc3)C2)C1,9.8
NC1CCN(C(=O)CCOc2ccccc2-c2ccccc2)C1,9.8
Fc1ccc(-c2ccnc(C3CCN(Cc4nc5c(s4)CNCC5)CC3)n2)cc1,9.8
O=C(Nc1cccc(-c2cn[nH]c2)c1)C1CCN(C(=O)c2ccc(F)cc2F)CC1,9.8
O=C(NC(Cn1cnc2ccccc21)c1ccc(F)cc1)C1COc2ccccc2O1,9.8
O=C(NC(CC(=O)N1CCOc2cc(F)ccc21)c1ccccc1)c1ccccc1,9.8
O=C(NCc1ccncc1)Nc1cccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)c1,9.8
O=C(c1cc(-c2cnc3[nH]ccc3c2)ccn1)N1CCC2(CCNC2)CC1,9.8
O=C(Nc1ccc(OCCc2ccccc2)nc1)N1CCC2CCC(C1)S2=O,9.8
O=C(NCc1ccccc1)C(c1ccccc1)N1CCN(C(=O)c2ccc(Cl)cc2)CC1,9.8
O=C(c1ccc([N+](=O)[O-])cc1O)N1CCC(CO)(Cc2ccc(F)cc2)C1,9.8
O=C(c1cnc2[nH]c(=O)[nH]c2c1)N1CCc2c(ncn2CCc2ccccc2)C1,9.8
Nc1ncnc2cc(C(=O)N3CCOCC4(CCCC4)C3)ccc12,9.8
O=C(c1ccc(Cl)cc1)N1CCCC(C(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)C1,9.8
c1ccc(-c2noc3ncc(-c4nnc(-c5cccnc5)o4)cc23)cc1,9.8
Oc1cc(-c2noc(C3(c4ccc(F)cc4)CCOCC3)n2)ccn1,9.8
O=C(NCCc1ccc(C(F)(F)F)cc1)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,9.8
O=C(Nc1ccnc(-c2ccccc2)c1)N1CCCC(N2CCCC2=O)CC1,9.8
COCC(=O)Nc1c[nH]nc1C1CCCN(C(=O)c2ccc3ccccc3c2)C1,9.7
O=C(Cn1cnnn1)Nc1ccc2[nH]c(Cc3ccccc3F)nc2c1,9.7
CCNC(=O)c1ccc(CNC(=O)c2ccc3c4c(cccc24)CC3)cc1,9.7
O=C(CCOc1cccc(F)c1)NCc1c(-c2ccc(F)cc2)nc2ccc(F)cn12,9.7
O=C(Cc1ccc(-n2cnnn2)cc1)Nc1ccnn1C1CCCc2ccccc21,9.7
O=C(Nc1ccnn1Cc1cccc2ccccc12)c1ccco1,9.7
O=C(O)c1cccc2c1CCN(C(=O)C1CCc3ccccc3C1)C2,9.7
O=C(COc1ccc(C(=O)c2ccc(Cl)cc2)cc1)NC1CCN(Cc2ccccc2)CC1,9.7
O=C(Cn1nc(-c2ccccc2)ccc1=O)N1CCC(F)(c2ccccn2)CC1,9.7
NC(=O)c1ccc(CNC(=O)c2ccc3c4c(cccc24)CC3)cc1,9.7
O=C1CCCc2cc(S(=O)(=O)NC3Cc4ccccc4C3)ccc2N1,9.7
CC1(C)Cc2c(cnn2-c2ccccc2)CN(C(=O)c2c[nH]nc2[N+](=O)[O-])C1,9.7
O=C(Nc1ccc(Oc2ccc(F)cc2)nc1)N1CCc2ccc(O)cc2C1,9.7
O=C(Nc1cccc(-c2cnco2)c1)C1(c2ccc(F)cc2)CCOCC1,9.7
NC(=O)c1ccc(CNC(=O)C2CCCN(C(=O)c3ccc(Cl)cc3)C2)cc1,9.7
O=C(O)c1ccc(C(=O)N2CCCN(C(=O)Cc3cccc(F)c3)CC2)cc1,9.7
Cc1ccc(CC(=O)N2CCN(CC(=O)N3Cc4ccccc4C(c4ccccc4)C3)CC2)cc1,9.7
O=C(NCCc1cccc(F)c1)c1cc2ccccc2nc1N1CCCC1,9.7
O=C(Nc1c2c(nn1-c1ccccc1)CCC2)c1ccc2c(c1)COCO2,9.7
NC(=O)c1ccc(-c2noc(C3CCCN(C(=O)Cc4ccccc4)C3)n2)cc1,9.7
O=C(CN1CCN(C(=O)c2cccc(F)c2)CC1)N1Cc2ccccc2C(c2ccccc2)C1,9.7
O=C(NCc1ccnc(-c2ccccc2)c1)c1onc2c1CCCC2,9.7
O=S(=O)(NC1CCc2nnc(Cc3ccccc3)n2C1)c1ccccc1,9.7
O=C(NCc1nn(-c2ccccc2)c2c1CCC2)c1ccc(C(F)(F)F)cc1,9.7
O=C(NCc1ccccc1F)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,9.7
O=C(c1ccc(=O)[nH]n1)N1CCN(Cc2cccc3ccccc23)CC1,9.7
O=C(O)COc1ccc(CN2CCOC(c3cccc(F)c3)C2)cc1,9.7
O=C(NCc1cccc(N2CCOCC2)n1)c1ccc2ccccc2c1,9.7
O=C(c1cc2ccccc2c2cccnc12)N1CCN(c2ccc(F)cn2)CC1,9.7
O=C(CN1CCCCC(O)C1=O)N1CC(Cc2ccccc2)(c2ccccc2)C1,9.7
NC(=O)c1ccc(C(=O)N2CCN(Cc3cccc4ccccc34)CC2)cn1,9.7
O=C(CCc1ccc(OC(F)F)cc1)N1CCCCC1c1nc(-c2cccc(F)c2)c[nH]1,9.7
O=C(NCCC(=O)N1CCN(Cc2ccc(OC(F)(F)F)cc2)CC1)c1ccc([N+](=O)[O-])cc1,9.7
O=C(Nc1ccc2nc(N3CCOCC3)oc2c1)c1cccc(-n2cccc2)c1,9.7
NS(=O)(=O)c1ccc(-c2noc([C@@H]3CC[C@@H](c4ccccc4)C3)n2)cc1,9.7
O=C(O)c1cccc(CC(=O)N(Cc2ccc(F)cc2)C2CCOCC2)c1,9.7
